address,eth_balance
0x999e77c988c4c1451d3b1c104a6cca7813a9946e,108796833592329290753979
0x8ae880b5d35305da48b63ce3e52b22d17859f293,107708242178300000000000
0x084ef8564b4f75a70b7ad5e8aabf73edac005397,107631143548335012845845
0x5a710a3cdf2af218740384c52a10852d8870626a,107141167752610000000000
0x70a0a7be87deb51e1fab16d4f2bf00be1510e476,104736811238315647038476
0xbed96d0840201011df1467379a5d311e0040073a,103744759505880000000000
0xe45f2e61c081c9d00e64e4da3d1ce97b14cf8765,103411984666385486981225
0x4399f61795d3e50096e236a6d31ab24470c99fd5,103033885609000000000000
0x4eac9ce57af61a6fb1f61f0bf1d8586412be30bc,102002994671997000000000
0x76ae5632ae65d95dd704218920f7d8ac4daef9cc,101388617613615000000000
0x67f706db3bbd04a250eed049386c5d09c4ee31f0,100784247571482561880722
0x4fdd5eb2fb260149a3903859043e962ab89d8ed4,100116889751420146742485
0xc61b9bb3a7a0767e3179713f3a5c7a9aedce193c,100018760463680861530138
0xd8d98ee915a5a4f52c40d97fcd8ffadea1ee8604,100000145778224892260191
0x40f50e8352d64af0ddda6ad6c94b5774884687c3,100000000020000000000000
0x2d89034424db22c9c555f14692a181b22b17e42c,100000000010000000000911
0x469f1ea76d13d4b4ea20a233eac8ce6ac74d5087,100000000000000000000000
0x3dd223968c2acb1071dfb327cc0065a5fa4d4b15,99018162692340000000000
0xff2ac8c5834a7585fcc97edb8ba2431c4beab487,98770461509523284895600
0x4ed97d6470f5121a8e02498ea37a50987da0eec0,98770461509523284895600
0x303c741bb15c9c4b1c72320f6df702b32da80519,98770461509523284895600
0x19bf56fca395a600c20f732b05757f30ad24a719,98770461509523284895600
0xcac9c634b4464efe71a9a5910edba06686baf457,98770461509523284895600
0xe93fc974908003faddf0bd972b05b6494368d3f5,98770461509523284895600
0x04b7f4195595d8132dd8249cc8dc7e79a6ae772b,98770461509523284895600
0xfcd159d0fef5b1003e10d91a5b79d52bbb8cd05d,98770461509523284895600
0x6e414cfad874d8ee716ea0299d40011207c907b8,98770461509523284895600
0xe9a5a2acfa9bee149ed28fcbf12b60ff2ad97efb,98770461509523284895600
0xa463597d49f54fe6a811fb894cbd67c7f92852b0,98770461509523284895600
0x36b6751586614d647d8a3f495e82bdcf250914c8,98770461509523284895600
0x2fd56159f4c8664a1de5c75e430338cfa58cd5b9,98134794215303367948179
0xcafea35ce5a2fc4ced4464da4349f81a122fd12b,98077991693311724685803
0x28140cb1ac771d4add91ee23788e50249c10263d,97634063475000000000000
0xbf71afff99d01acce1cffc787c0dd38ca740bef1,97301932019447973000000
0x9f9706059596f7ff2ca5b04ed678f88587f89d95,96638900285900000000000
0xc56fefd1028b0534bfadcdb580d3519b5586246e,95263263235190000000000
0xb8f2f2c279a190924029c46720c106da3881e434,95163482538629013954880
0xa160cdab225685da1d56aa342ad8841c3b53f291,93900000000000000000000
0x86a6a0080b1a4c9390416cf73ffb02738d94f8d6,93032096276800000000000
0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40,92916895251533566112900
0x0dbd8de20eed94a5693d57998827fcf68ed2ecf4,92500114396224291957222
0x9030dcb01830eaa3d8ba285a824a05d8fb489ad0,92227152442831074116000
0x0e58e8993100f1cbe45376c410f97f4893d9bfcd,90000264255365691515000
0xa580e49df5d054d69cf1b2ef4af847c6e6f64d30,90000145527723851802000
0x9b07c94f1d39d24b68da8ff7c78adb8b70238a75,90000145375244735042000
0x22a54a1eb8c573bbf845dd1ff64c8df05502c1b0,90000145251160203928000
0xda29accfb77995bef70bcf6478a73e9acb07732d,90000145198038131388000
0xf29c6705f188526e0029a92ee6bc21ebc750b675,90000145193682296566000
0x03d615c04be905790dbef2df0472a2e901ccd810,90000145048021546385000
0x5d71f4d4f6048112a3b21433fbcfba5f1f39549f,90000135612252916413000
0xbfbb460bf6ba9a22fe426838f137b651ec325b95,90000017851626584480000
0xfda99139c5612c120116a23497fd33d273218c33,90000008697061105985000
0x11577a8a5baf1e25b9a2d89f39670f447d75c3cd,89954600654555721247074
0x611f97d450042418e7338cbdd19202711563df01,89664932143405194981093
0x3727cfcbd85390bb11b3ff421878123adb866be8,88557342820747813932112
0xdf1fc5523f2e5ea4f6dac2eaed3263953a391b0c,88000867480690393341182
0xe4f4866437513e7e023fb3933ba43045312b7459,86484616674268000000000
0x1bb762b16438f8b287626fd1042bc6f6848cc286,86481015739150000000000
0xa5068741aecfeb8f8ff503d6e73e13b6586a6980,86189548690181158683375
0xeea2b7bcbe7f23e60279421d972e81297ad598ab,85343968610128662299152
0x6586ce3d543e0c57b347f0c3b9eeed2f132c104f,84999995412000000000000
0xbf4ed7b27f1d666546e30d74d50d173d20bca754,83743631689497916250614
0xb3764761e297d6f121e79c32a65829cd1ddb4d32,83017209271983939699119
0x3f8cff57fb4592a0ba46c66d2239486b8690842e,82853792733384419185000
0xb46427e2cddecb0bde40bf402361effddd4401e2,81444258242740000019456
0x795cbc7a670d06e56cd2197d4ca175e081a416ad,80597354433081200000000
0x18709e89bd403f470088abdacebe86cc60dda12e,80000062881415788981170
0xc39cc669a548c661dfa6b5a1eeaa389d1ec53143,80000000381108000000000
0x918fa381cb534677bad24afb29cb3c2acaf16385,79340381617265900313000
0xd2b0b1daed605718080f861034d3241f1cfd89cb,79122430207150000000000
0xfdfeb7474b6b104f32599948bb7f8ed81b06def3,77735850855778000000000
0xca0a044400c1fa857e4cd0c95d86376b85659303,76630723475727645987069
0x2268f45acb887e0a4e9c8714798fa7892629e91f,75759831001330000000000
0x3bc643a841915a267ee067b580bd802a66001c1d,75515548177849563601686
0x8033539e873b3f0deaba706dd6d3480e0dd5cb30,75311975933144000000000
0x111cff45948819988857bbf1966a0399e0d1141e,74190635797416672105610
0xb203e1170a30e68dc5b20aac08aa42619842c79e,72624073073090000000000
0xf196c023de1f19d6529133759f449c4b01ce0f51,72583559577366054606451
0x755cdba6ae4f479f7164792b318b2a06c759833b,71153130178883059809984
0x6fb8ebc19bc2a9fa4413ba6a0ca6fa99e974b461,70032183499797899143000
0x807cc0e799dcc651d94595e1f7f6e7373ef8f96a,70032183499797899143000
0x062448f804191128d71fc72e10a1d13bd7308e7e,69999983367157000000000
0xac08f21ef597a51865d69896f09b52472acde80d,69393364062816048294560
0x1e143b2588705dfea63a17f2032ca123df995ce0,67317257581981046981599
0x4920f22b632bfaa40af8d39c31d9607809485952,67312712021800000000000
0x8156b28ca956c3a8bab86e1d38d8648d58cd23ec,66895146162269011096516
0x47029dc4f3922706bf670d335c45550cff4f6a35,65857530137357469469471
0xad0d53cf033ab63dc72d653640766ee1d366cef6,65267194597615068401886
0x282edab8a933bc1c02649fe3ea2842ecbe9928a7,65006100535154985216000
0x265eac8035912aecc793947e6a55cd3284801772,64955506576110000000000
0x1b7b5b4bed048d86976d7cf51d9c4ea24e20ade7,64628452234523342372400
0x92f71d08f5ee94a7bf40fab05beda3545b55ad2a,64557013815120728207000
0x3f4ac8d3e1414b5351e632391908177c012c65cc,64525415757142770965718
0x831c3720681096f276cb016b51a33433d7cb2faa,64138686172018810985052
0x7ced76dde9203a554df01cbb1ed0d17e9bce7524,64046411594880620478829
0x6b2069bde6b87d0f882abbdc6eb4fcbd0a90bb96,63991091130010013955331
0x10a9309c40a4dcd792b1a3c76f9fd4ccf3ac33fe,63892750000000000000000
0xb3177d9873b7ac246874114d8760e66dc5e797cc,63886510075399614315000
0x0a8f6257ef3ed3efdd8dd18dd9294d3e333ad7fc,63824047113514979761538
0x10cad69cbd241d36ed8c6d83a9f30b380134d1bc,63808144420073075264568
0x8759b0b1d9cba80e3836228dfb982abaa2c48b97,63734368853139948627603
0x9aabd298b30d034f8c64f86aa25fc74b9f70930f,63413410302190813323800
0xcaaad25746a0e04a3c7eff86422991b00fd3d76a,63413410302190813323800
0xd548dd6ccc7a563346372fa0d8cef06e1683b0e3,63413410302190813323800
0x1f72b240b6fffceba07bdaa097cc7b216a643a0f,63413410302190813323800
0x4e5fab20b7b83c6f557b20c820883eab0a0b343b,63413410302190813323800
0x54cee0ef273d3d08ed120b0c561c0284a4c4490e,63413410302190813323800
0xe27f62b70ab44d7fd1842dce66138a31940fa29a,63413410302190813323800
0xd65d71e5ecccfcf72b84cad65370626e048d1b33,63413410302190813323800
0x92cf9066c657b1f63a7a2dc37255b31be6ef1858,63413410302190813323800
0xecef66258cc21cb742ac34c68375b311fd3f34cc,63413410302190813323800
0x3fd6b1e25200fdda352cbc911ffcd4308895a7d0,63413410302190813323800
0xc4d5b7c576edfbac20fa081cff79ec745193e207,63386125427827200448400
0x46f80018211d5cbbc988e853a8683501fca4ee9b,63150139178296518175525
0xe3f8250bdc233d93875c15c25d725fd509192d60,63017755379586112661639
0x0e3bbc0d04ff62211f71f3e4c45d82ad76224385,62250933500000000000000
0xdfb6a4b143f6a1de4725c451c46433801de52bfd,61365179162253395940002
0x8b505e2871f7deb7a63895208e8227dcaa1bff05,61216600000000000000911
0x66f820a414680b5bcda5eeca5dea238543f42054,60000053371414285876777
0x9350de18132c98b5c8a9679c7e8fd0a98c803a00,60000000000000000000000
0x46533f26eb4080e2050e3f8a3014aedf7b5fdb12,59629531250155345695896
0x1342a001544b8b7ae4a5d374e33114c66d78bd5f,59491410000010000000112
0xd4914762f9bd566bd0882b71af5439c0476d2ff6,59480510000010000000112
0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd,59390392006003934200611
0xa43d2e05ed00c040c8422a88cb8ede921a539f92,59013140177550000000000
0x998a7fd73446cd6532bf3058a270581730b27137,58938036955350000000999
0x34ea4138580435b5a521e460035edb19df1938c1,58862097712242023565736
0x904cc2b2694ffa78f04708d6f7de205108213126,58000000000000000000911
0x693be1ea307e3b3826d34e96336399969898dee8,57812783178344000000911
0x8c3389616404fda275cfdba0c7b0b3d1fee9ebdc,57624535226390000000000
0xb8d2b921c0ea0ca27266fa63907a079ef25084d0,57500501030881631211367
0xcfee6efec3471874022e205f4894733c42cbbf64,57499999181000000000000
0xd69b0089d9ca950640f5dc9931a41a5965f00303,57419839088674509535089
0x51cab40a6895d2a5c092f3766b3b9830884b0adf,57001399000000000000000
0xa0e239b0abf4582366adaff486ee268c848c4409,56282194482983884844000
0x04ed6d343c9c358687b772f1edb265482e33a8a8,56000200000000000000000
0x2842eb68fcd748e92acb44d82a9e315fc7dc650d,55592236129170000000000
0x05576087d1ad92873da0a3b76e7105195935b0f5,55230015329897777778688
0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,55080992890070000000000
0xd04daa65144b97f147fbc9a9b45e741df0a28fd7,55001094857040438447678
0x7c2a289c0523e748c286a37570d2efc16d2c934e,55000553059000000000000
0x12f2ca74a06773b4c35f856d2bfd913ee02d3c21,55000364789172416282000
0x3d019cfecd722b76807dd2fad24376306d179277,54294124832002114290974
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,53439339636892942267101
0x4976a4a02f38326660d17bf34b431dc6e2eb2327,53377445161346666629999
0xe3f53355cdbeaf2afafc4fc22be0a5c02570061a,53242563737010000000000
0x500a746c9a44f68fe6aa86a92e7b3af4f322ae66,53161981145942536705433
0x0016c0d0343e8f2c3a7b6a51606b84b1545ec606,53108416588165527297894
0xde12c3d2257fc9bb1c1a00d409f292eecd55ffaf,53034298593000000000000
0x0cad2073daabe0c1f5772dbb65f3c7d0eaeca6a2,52261629318940000000000
0xd03be958e6b8da2d28ac8231a2291d6e4f0a7ea7,52244063031650278241144
0x991a7ff3cb20d5b5d6d9be5efec4e4c51cddad7a,52170129727660000000000
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,52162810477083791468865
0xf699140a825fbadb31289f8e011583f64d440fda,51895926156250696445200
0x4e7b110335511f662fdbb01bf958a7844118c0d4,51706360473689942617568
0x4b4e14a3773ee558b6597070797fd51eb48606e5,51689896002941117405396
0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,51675074755802236423764
0xcbffcb2c38ecd19468d366d392ac0c1dc7f04bb6,51643916359629581583900
0xa7efae728d2936e78bda97dc267687568dd593f3,51615847166673487970336
0xf51cd688b8744b1bfd2fba70d050de85ec4fb9fb,51556171953976192526938
0xe95f6604a591f6ba33accb43a8a885c9c272108c,51502628598234187259398
0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,51430026026596111041959
0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,51428874326771311927467
0xd49a1525b46f9149ff665807c925bd83b5a6d7e3,51111957575648953885999
0x37e3bc492735d3d84f2b126cffaf4f0a95bff049,50635653637271767448599
0x7f3a1e45f67e92c880e573b43379d71ee089db54,50496600391956947644167
0xceffc7330317f72957c662d072a5e7d63b9b578c,50399938950000000393315
0x22ffda6813f4f34c520bf36e5ea01167bc9df159,50205227419157361926477
0x6817cb23429c251155f55241fc984654f23b0067,50152142115790208848361
0x50cb0508434b4c68a2c4fde30b02b269d2d5b6bd,50005984786890064246021
0x50bd66bfddf48b8914602bf51c93756731ec51ae,50001005618465959784000
0x5a03703125380cfda804446fdaa3b4064cb6cc0a,50000890000000000000000
0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,50000419059000000000000
0x07f1d450b16e53302931c5362ee0ab41f2978541,50000150118000000000000
0x2c4d7c2008f829f6b514d182a911dfc30a2f55a8,50000100000000000000000
0xc97b6e3e4301617f617b23120f31303e8ccee606,50000015559000000000000
0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,50000012559000000000000
0xe780a56306ba1e6bb331952c22539b858af9f77d,50000000000000000000911
0xa77fe4592675e319ca07f7b07cf48f953b8b9000,50000000000000000000000
0x2eed6a08fb89a5cd111efa33f8dca46cfbeb370f,50000000000000000000000
0x896dfee1afeb6336e86911bd5a341c1264e5611a,50000000000000000000000
0x6b378be3c9642ccf25b1a27facb8ace24ac34a12,49999999580000000000911
0xa18eb0ed2543be132ef5aa3c8a87a0f5b2e30fca,49996548709792405084596
0x914b432dad9c29c081f93d84790919335bcbd33f,49667282171510000000000
0x1e747fb111ba949af397b15cbceb424d3f19d8a6,49371021109490000000000
0x21346283a31a5ad10fa64377e77a8900ac12d469,49200037940525696659045
0xc3ecba28af450e2ed469164766751130d93ecc36,49000838952001000000000
0xec5feafe210c12bfc9a5d05925a123f1e73fbef8,48879111552368675788880
0x7442041898dc3f8ed76fa4e00a762064c87991c8,48746204414946990347827
0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a,47454617479797777777777
0xa646e29877d52b9e2de457eca09c724ff16d0a2b,47000110000666558863697
0x31c84a968736fcfe02a9ba274e0fa515a4a6659c,46809000000000000000000
0x97e813b9a81d097e60a5e6311bc9a475199b67ae,46123200239890764469952
0xac665a44d46194eb9826d6f93fb5cc93bc2654b4,45743394361650000000000
0xf9a345948c9f31b225686ab8911140b0e2bcdca8,45558058916780000000000
0x70773129aca50d298631283e137473ab8ffc0177,44800760633300000000000
0xfba695f0690c46c6e0b92938c243b6386c65ae30,44389218611102969747492
0x42697cc8cb495aebd453d016950344867d51f27e,44199901174892000000000
0x82dc7ebd4b26dfdef8e5939ec415f0929401bd31,43989860681318185429235
0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3,43786310093546976225890
0x90f9dff16f9efafeeb8b130dc5d3562ac5e76a96,43389213306435972301000
0x9bb13ae760b0c1057dd892d319631160d32170fb,43144211312384499984355
0x49be8a0773824e2917f4baccebbdf298e7cf27bd,42918181489400000000000
0x692190b4a5d3524b6fed0465e7400c07d09db954,42587773687984760449253
0xc131701ea649afc0bfcc085dc13304dc0153dc2e,42376911569554267899037
0x7c0c71d143c0ab9e1abc793b14d99b5cf8765e62,42121890947736782995314
0xd641651ed7e19a04ce536610d75b3dcaf427ad73,41876617407681751580481
0x78e3984e1ab1c3eb560cbd5b42b635e1cd341bc2,41825795392313276303402
0x64192819ac13ef72bf6b5ae239ac672b43a9af08,41663562814339866152588
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,41604541255245508592797
0x093c06ab7ffe19bd3efc8a55548bdf4285505577,41435755717345954639373
0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5,41234433950000000000000
0x4b068fe2cee007a48db70b28047470ded49d6aba,41040335897869999955968
0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a,40891626854930000000999
0xf367ae3ec7941e5145eebe0a820da59a7df82012,40791244736121000000000
0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc,40773010368630000000000
0x8729dc4831577d8a30e28e264d974745d9a92335,40759461674203431965927
0xa1f8a6807c402e4a15ef4eba36528a3fed24e577,40338813410152519545145
0xabdc9f1bcf4d19ee96591030e772c334302f7d83,40110000000000000000911
0x0111c0ae7b04a773b6f73d7fe65006713678f0c7,40010002386588017960000
0xe0f5b79ef9f748562a21d017bb7a6706954b7585,40000612538362536573000
0x65adce5f03979923411fec8f87d39bbc9b1be2d3,40000100000000000000000
0xc2d23645c872132c5c89ac182913ae21dee44220,40000100000000000000000
0x2dca0e449ab646dbdfd393a96662960bcab5ae1e,40000003300000000000911
0x1bdf31f46eb5d8e3e4367e3ea3c357afe22d10d9,39998987806634170952000
0x8ce13c17b9c9cae9193538dc2a64ca7be07e2c00,39958227499482912104049
0xddde29da4699a9cc7301e6ce96916e4b85cad1fc,39845234330725973803757
0x3c834ecd7789e094e8fb233f084a695410aaadef,39642680085093801075592
0xdca6ab9508d28c0eb7b120b8252041edcb56753f,39286848747720955306136
0x0e5968cd0a732567669312afe3b1689fc9792dd6,39260441760600000000000
0xe25a329d385f77df5d4ed56265babe2b99a5436e,39248877655023322578459
0x64f1ecf4ac77629060648edc62c3d926d971793c,38804984544769056830000
0xc76c7253592e27f090019f9949585366f799d6f7,38785286633278115516659
0x790137e76f83acb16c100bddd2fa2cd2ba8a540f,38742242523370000000000
0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,38687260983646059253983
0x3530210047414414622f66d8e76dc65efa4714c9,38580403514270360951380
0x59a661f1c909ca13ba3e9114bfdd81e5a420705d,38244675523230846166326
0x503828976d22510aad0201ac7ec88293211d23da,38241919667047171091671
0x19184ab45c40c2920b0e0e31413b9434abd243ed,38235157278445746569407
0x397510f7c4909eb2c30959f1470ffad7eb3869dd,38070855915260777777777
0x06a0048079ec6571cd1b537418869cde6191d42d,37913561947923308000000
0xf39d30fa570db7940e5b3a3e42694665a1449e4b,37487074363249810871462
0x04786aada9deea2150deab7b3b8911c309f5ed90,37257532865519339562112
0x26648eb66f11fe2e9d7b874981e8eefe6567b9df,37188381779383412573549
0x85ad8bdf4a7b81cb647b90250b5b2f83cf23efe4,37006329633600000000911
0xe9405bd9845a488e4c5e5e6d972fea932e2e4a3c,36999999444757947499852
0x1b1877fba975fa4cbb14bb28f2b51c21cfc6f477,36982791485340000000000
0x1a0ebb8b15c61879a8e8da7817bb94374a7c4007,36954940846455391708811
0x5a85aafa7fbca99ea32df27c33b14831feeb20f9,36892591846757777504268
0xefd04d371f346c04cec89568da832d45c5f1f3c6,36728179438230000000000
0x9f2a6fa34ad8f0e8acdc77c24573b0324de97166,36276559856900000000999
0x3d9256ad37128e9f47b34a82e06e981719477c18,36146401249547598000000
0xa3f480eb9e0a0d91d20538464c89a7d3d4951b63,35986797304917200000000
0x618c8f4771bb2fea91cc936a37d804863c6027d0,35538889164120000000000
0xc79104b157573a322338776f56946825b06bdae3,35472767572390000000000
0x0c64612701224fdffd78bbde3e8f04f2a491dceb,35176094543400000000911
0x0aa688e6fe70ed7af4b18ebad588d5d7a553c958,34938617092420000000000
0x0b73f67a49273fc4b9a65dbd25d7d0918e734e63,34740375405050000000000
